Country Name,Country Code,Series Name,Series Code,1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],country_type
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.606227786325746,-1.8070923919984,0.767201382290096,-0.457218866538113,6.88131022379213,1.85965647855537,-2.24762637244967,1.14961609483272,-8.38088300800841,4.96185258253867,9.01026730550454,2.98076526952687,2.23462484913772,-0.469634188032003,-21.4410876889122,-6.04767074733006,1.04291810259778,5.34660899936912,15.6787177787338,2.04889891081631,21.792773530392,-4.08166751727336,-2.38880849732404,15.4823590700133,4.88473510251038,-4.17847237277677,8.53513716647174,8.00144334631926,-15.7098370452077,10.1368876335147,1.23654931686494,2.21447303467441,5.65339232788355,6.95157991354007,-0.682850217297741,-0.879681025444839,11.658134654294,8.49120981898056,14.7216670121033,33.6293718524659,17.3325337350837,0.648262014094513,3.27149957888643,3.05269153196828,4.21769555189633,13.5501008595489,0.0828697984381961,8.88257607170316,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281,-2.98869598553931,2.37403780037786,3.24718191743429,-1.60000673705524,-1.16918700397552,2.80434074839411,4.12231962001739,low_income
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.606227786325746,-1.8070923919984,0.767201382290096,-0.457218866538113,6.88131022379213,1.85965647855537,-2.24762637244967,1.14961609483272,-8.38088300800841,4.96185258253867,9.01026730550454,2.98076526952687,2.23462484913772,-0.469634188032003,-21.4410876889122,-6.04767074733006,1.04291810259778,5.34660899936912,15.6787177787338,2.04889891081631,21.792773530392,-4.08166751727336,-2.38880849732404,15.4823590700133,4.88473510251038,-4.17847237277677,4.60206858323587,4.33072167315963,-7.50491852260385,5.42394381675735,0.99377465843247,1.457736517337205,2.27335000038147,1.64902997016907,3.22785997390747,2.64670991897583,2.42614006996155,4.62960490949028,7.72483350605165,1.59294998645782,1.69476997852325,0.6821310070472565,2.050249789443215,1.97834576598414,2.31173992156982,1.98194003105164,2.25789999961853,2.20615005493164,2.85070991516113,2.3199999332428,2.34299993515015,2.38800001144409,2.45481991767883,2.2590000629425,2.37199997901917,2.74000000953674,2.8881299495697,2.53900003433228,2.602159810008695,low_income
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.997348793527436,6.77548530172186,-0.985738661487957,4.33269846401917,9.3288374385548,-0.245056575086281,6.00501806737557,0.151135513789043,8.13727588740186,3.13058587923621,-4.98163100525389,-5.30900208097141,0.760793601550816,-5.34529152756241,0.430088262092653,2.231111413887895,2.44278699508736,1.1710711686637425,1.355576864063305,3.1226070147329152,0.6467754679866855,2.7198548398172817,1.7684212131415364,0.6426106777489695,-1.26605063560955,-6.56831069464246,3.213,3.312,3.39,3.345,3.233,3.117,3.14,3.169,3.206,3.224,3.233,3.165,3.05,2.973,2.948,3.173,3.401,3.625,3.879,4.096,4.315,4.485,4.474,4.446,4.456,4.548,4.637,4.661,4.642,5.369,5.273,4.585,4.544,low_income
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.997348793527436,6.77548530172186,-0.985738661487957,4.33269846401917,9.3288374385548,-0.245056575086281,6.00501806737557,0.151135513789043,8.13727588740186,3.13058587923621,-4.98163100525389,-5.30900208097141,0.760793601550816,-5.34529152756241,0.430088262092653,2.19491292367728,2.350524074861,-0.457677608961575,1.41170368826302,5.54107402196995,0.467850950946058,4.71720965340852,2.67564245126934,0.470381336748702,-1.26605063560955,-6.56831069464246,-8.42105149913377,-10.5000085646477,-13.4690505381279,-3.89999680312387,0.699998829794396,-1.02317264199922,-5.61704659870088,-1.62415404478989,-4.2701408311335,-6.91092731652101,-2.10017302488846,2.94776518359767,5.57782231144424,6.73837393324294,6.13515115548972,5.32097956548998,6.25947776437397,6.22589426869193,2.85506401011484,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608755,9.4702880993101,6.91616711922561,2.39939891133452,3.7269476588301,5.82112109969025,4.38452887429834,1.73542276681493,6.20015401075946,8.92444762563109,8.56086250908719,low_income
"Congo, Dem. Rep.",COD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.997348793527436,6.77548530172186,-0.985738661487957,4.33269846401917,9.3288374385548,-0.245056575086281,6.00501806737557,0.151135513789043,8.13727588740186,3.13058587923621,-4.98163100525389,-5.30900208097141,0.760793601550816,-5.34529152756241,0.430088262092653,2.26730990409851,2.53504991531372,2.79981994628906,1.29945003986359,0.70414000749588,0.825699985027313,0.722500026226044,0.861199975013733,0.814840018749237,-1.26605063560955,-6.56831069464246,-2.6040257495668846,-3.5940042823238505,-5.03952526906395,-0.27749840156193484,1.9664994148971982,1.0469136790003901,-1.23852329935044,0.7724229776050551,-0.5320704155667502,-1.843463658260505,0.56641348755577,3.056382591798835,4.31391115572212,4.8556869666214695,4.54157557774486,4.24698978274499,4.830238882186984,4.925447134345966,3.3670320050574203,1.5249799489975,5.59483544500815,5.78594947335971,2.06221008300781,1.95142996311188,2.17043995857239,2.1186900138855,1.45494997501373,5.241060549845125,4.51326443714917,2.62299990653992,2.66000008583069,3.00300002098083,6.552431254543595,low_income
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.190994599204107,6.895763485458192,0.2760929739085448,4.2850708089624625,7.3437924309471425,0.6868897537993418,6.135382591401985,1.170141532954247,7.380424292431812,3.1663539905045774,-3.42469032525406,-3.9445489817369674,1.2520156076065045,-3.3239670627911275,0.047375272993874784,3.306523969166385,2.996674467798792,2.4784104401878224,2.291720730894765,0.43610607775718,-0.48157288946893906,2.0168203077651055,4.11073258000395,0.7370487338863683,-1.03979902164523,-4.2446200753002,5.329,5.483,5.554,5.598,5.464,5.394,5.494,5.589,5.683,5.724,5.784,5.814,5.784,5.674,5.689,5.683,5.696,5.647,5.722,5.839,5.755,5.649,5.61,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941,5.866,low_income
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.384640404880778,7.016041669194525,1.5379246093050467,4.237443153905755,5.358747423339485,1.6188360826849646,6.2657471154284,2.1891475521194512,6.623572697461764,3.202122101772945,-1.86774964525423,-2.5800958825025258,1.7432376136621932,-1.3026425980198448,-0.3353377161049034,4.34573803423426,3.458299020283865,2.157000934086585,3.28399142192594,0.16807214801848003,-1.7888457639651911,3.311140589304167,7.360265184994167,0.6592574490234995,-0.8135474076809099,-1.92092945595794,5.329,5.483,13.4547625007102,21.2214111876814,2.8583790589487,9.25883856340832,7.90868457794079,1.77258309100318,0.0134800959108077,-3.14198590251638,8.75543552816325,3.0054291917378,-2.65551592487554,1.45173556595506,2.57444955124846,-0.969217110711355,1.42682221120323,-9.78303001782456,3.8765015275421,2.19419034888082,8.67980010138049,5.649,5.61,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941,5.866,low_income
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.578286210557449,7.136319852930857,2.7997562447015487,4.189815498849048,3.3737024157318274,2.5507824115705873,6.396111639454815,3.2081535712846554,5.866721102491717,3.2378902130413127,-0.3108089652543997,-1.215642783268084,2.2344596197178817,0.7186818667514379,-0.7180507052036817,5.384952099302135,3.919923572768938,1.8355914279853471,4.276262112957115,-0.09996178172021997,-3.0961186384614434,4.6054608708432285,10.609797789984384,0.5814661641606307,-0.58729579371659,0.4027611633843202,5.329,5.483,9.504381250355099,13.4097055938407,4.16118952947435,1.63855004310608,6.701342288970395,4.62058019638062,5.26281023025513,1.2910070487418102,4.04716014862061,3.52390003204346,1.56424203756223,3.14896988868713,4.13172477562423,2.12700009346008,3.561411105601615,-2.0680150089122797,4.799250763771051,4.01659517444041,7.2174000506902445,5.649,5.61,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941,5.866,low_income
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.77193201623412,7.25659803666719,4.06158788009805,4.14218784379234,1.38865740812417,3.48272874045621,6.52647616348123,4.22715959044986,5.10986950752167,3.27365832430968,1.24613171474543,0.148810315966358,2.72568162577357,2.74000633152272,-1.10076369430246,6.42416616437001,4.38154812525401,1.5141819218841097,5.26853280398829,-0.36799571145892007,-4.403391512957695,5.89978115238229,13.8593303949746,0.503674879297762,-0.36104417975227,2.72645178272658,3.259,3.382,3.236,3.1,3.021,3.137,3.245,3.489,3.714,3.502,3.174,3.061,3.002,2.771,2.497,2.346,2.344,2.333,2.331,2.299,2.274,2.255,2.251,2.364,2.45,2.566,2.678,2.825,2.945,4.024,3.935,3.493,3.497,low_income
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.77193201623412,7.25659803666719,4.06158788009805,4.14218784379234,1.38865740812417,3.48272874045621,6.52647616348123,4.22715959044986,5.10986950752167,3.27365832430968,1.24613171474543,0.148810315966358,2.72568162577357,2.74000633152272,-1.10076369430246,6.42416616437001,4.38154812525401,0.916013856738189,8.23500571913686,-2.84802145221472,-11.1443529779265,9.6616123612221,13.8593303949746,0.503674879297762,-0.36104417975227,2.72645178272658,-7.13747970027428,-8.67248014788842,13.1428339765154,3.18996458217961,6.12751141376545,12.4261737774646,3.13390685087593,-3.45813913371742,5.16214582105535,6.07321747957957,8.30130632052328,1.51472570631101,-2.16135972205798,13.5726031368695,11.8187659466494,10.834727065877,11.4561670000236,10.7885216853725,8.80255319782566,12.5505383459308,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05953088643369,5.64153071734657,5.32117628383672,6.49813464238613,low_income
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.77193201623412,7.25659803666719,4.06158788009805,4.14218784379234,1.38865740812417,3.48272874045621,6.52647616348123,4.22715959044986,5.10986950752167,3.27365832430968,1.24613171474543,0.148810315966358,2.72568162577357,2.74000633152272,-1.10076369430246,6.42416616437001,4.38154812525401,2.11234998703003,2.30205988883972,2.11203002929688,2.33756995201111,2.13794994354248,13.8593303949746,0.503674879297762,-0.36104417975227,2.72645178272658,-1.9392398501371402,-2.64524007394421,2.35420989990234,3.1449822910898053,4.574255706882725,2.77462005615234,2.75794005393982,0.015430433141290001,4.438072910527675,3.98310995101929,3.7002899646759,3.63245010375977,0.42032013897100984,8.17180156843475,7.1578829733247,5.49096012115479,5.45112991333008,5.40819978713989,4.42207002639771,4.49659013748169,5.48576021194458,5.56678009033203,4.4985499382019,4.60201978683472,5.15299987792969,5.06199979782104,5.49900007247925,5.21999979019165,4.48099994659424,4.09100008010864,4.06500005722046,3.73600006103516,4.997567321193065,low_income
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.674117442302895,7.301203831085562,0.0,9.57614346876494,2.43552288111326,6.15384657262285,-0.0658770394050947,0.241704785011237,9.25032925345546,5.87879361029783,12.3934290906923,7.35122573247521,3.43957605958968,6.31644630976179,-1.32818316164975,6.27007960556354,3.32189401064942,-0.764582637150042,10.8832277675592,3.53525730169937,1.741442571299657,3.7879003731305954,2.45433259678632,4.47682692076357,4.43490598599104,3.19235968195386,9.561,9.681,9.727,9.862,9.983,10.036,9.866,9.784,9.643,9.639,9.571,9.965,9.93,9.897,9.878,10.196,10.383,10.041,9.769,9.673,10.269,10.346,9.468,8.224,7.271,6.299,5.162,4.127,4.532,5.858,6.206,6.082,6.479,low_income
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.576302868371668,7.345809625503936,0.0,9.57614346876494,2.43552288111326,6.15384657262285,-0.0658770394050947,0.241704785011237,9.25032925345546,5.87879361029783,12.3934290906923,7.35122573247521,3.43957605958968,6.31644630976179,-1.32818316164975,6.27007960556354,3.32189401064942,-0.764582637150042,10.8832277675592,3.53525730169937,-0.812264660562306,4.09107074099691,2.45433259678632,4.47682692076357,5.89572187264736,3.55887936756983,3.10703922385581,3.37868879121812,3.01210137437499,0.154345959845131,0.881848240754678,2.22354563838627,4.89999910999681,3.49999870205306,6.39999905009302,5.50000021632955,5.80000024323377,-3.25000014970206,6.86999962173842,7.05000000064635,-2.35172936176019,-0.555580977246521,3.04324950829739,6.25590553394287,6.6657243078367,5.90833580968288,-8.13044422315659,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,5.25596879353259,4.91782130902605,5.29599663840045,low_income
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.478488294440442,7.390415419922308,0.0,9.57614346876494,2.43552288111326,6.15384657262285,-0.0658770394050947,0.241704785011237,9.25032925345546,5.87879361029783,12.3934290906923,7.35122573247521,3.43957605958968,6.31644630976179,-1.32818316164975,6.27007960556354,3.32189401064942,-0.764582637150042,10.8832277675592,3.53525730169937,4.29514980316162,3.48473000526428,2.45433259678632,4.47682692076357,2.97409009933472,2.82583999633789,3.78061008453369,1.16983997821808,6.369550687187495,5.008172979922565,2.55356001853943,2.56627988815308,7.382999554998404,6.641999351026531,1.56512999534607,1.46587002277374,1.15810000896454,1.44291996955872,1.36337995529175,0.622470021247864,0.691879987716675,0.751630008220673,0.816860020160675,2.18129992485046,1.90813994407654,2.56322002410889,2.50116991996765,2.63756990432739,1.81839001178741,2.23094010353088,2.16002988815308,2.0244300365448,2.45900011062622,2.36543989181519,2.65499997138977,2.88700008392334,2.94000005722046,2.7279999256134,5.887498319200225,low_income
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.3806737205092166,7.435021214340682,0.9636844083791257,8.889390357426219,3.1288014709994814,6.226610306461186,-3.9109674582122,6.3748608935727,1.10989279010028,4.5592410484831,7.84558431974448,4.94345530501934,-7.1700699710658,13.1260433806217,1.99414436253616,-15.9526514985296,18.1675281526384,4.20008213479531,-3.39828742923493,9.10922298643493,4.1664928969839,-0.793847626188779,2.90000000744686,4.59999998835039,6.10000002147302,6.09999998640154,3.066,3.13,3.179,3.203,3.168,3.063,3.03,3.416,3.558,3.576,3.195,3.222,3.284,3.28,3.221,3.204,3.202,3.218,3.21,3.197,3.144,3.207,3.226,3.316,3.224,3.192,3.137,3.196,3.219,3.614,3.628,3.204,3.183,low_income
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.282859146577991,7.479627008759055,1.9273688167582514,8.2026372460875,3.8220800608857033,6.299374040299521,-3.9109674582122,6.3748608935727,1.10989279010028,4.5592410484831,7.84558431974448,4.94345530501934,-7.1700699710658,13.1260433806217,1.99414436253616,-15.9526514985296,18.1675281526384,4.20008213479531,-3.39828742923493,9.10922298643493,4.1664928969839,-0.793847626188779,2.90000000744686,4.59999998835039,6.10000002147302,6.09999998640154,5.10000002278485,1.09999997118963,2.0999999996825,3.20000002044962,4.40000000803342,11.5999999962807,6.50000000000006,-22.4457270639668,16.8150212656387,1.10027814955129,4.78597164797961,3.65393603983838,-0.285931046863254,1.17189152783422,6.55977110317356,2.66650493227063,2.55982647882718,4.52457514440721,2.44795106862898,5.60536310250697,8.08504167719053,-1.71286958276356,3.25607191163699,0.964525747030635,6.13408935472681,5.30659633085426,4.78899162146706,3.76145359456295,4.50009293739862,1.50000000000006,6.39995262427662,4.19999023152431,4.24828229733396,low_income
